,Text,Label
637,I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,sarcastic
638,"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",sarcastic
639,"But how are we gonna pay for it? What’s next, chocolate milk for everybody?""",sarcastic
640,"Ok, so @bytereview and I decided to record on the evening of the 6th, just as absolutely nothing newsworthy was happening! Perfect timing as always, to go over some of the best ITSBUPs of 2020 - and how we're settling into 2021! Listen: https://t.co/oaPLwrtcHP https://t.co/za3EHuqcWh",sarcastic
641,sure you have a paying job but are you a Silver Chick Fil A Rewards member? 😤🙄🧐,sarcastic
642,"Me: """"aRe YOu HIdiNg sOMetHinG?""""""",sarcastic
643,mentally I’m hiding in the walk-in,sarcastic
644,Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,sarcastic
645,"why’d u shave then?""",sarcastic
646,remember when everyone’s feeds were just retweeted giveaways looool those were the days,sarcastic
647,why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,sarcastic
648,Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,sarcastic
649,When you get woken up at 3am because of aftershocks from an earthquake 👍😩,sarcastic
650,If you don't like Lemonade you're an extremist 🍋,sarcastic
651,Agreeing with the right to dunk on the centre is the real dialectical materialism,sarcastic
652,tex-mex restaurants that stop serving breakfast tacos after 10:30/11 am are the reason i have trust issues,sarcastic
653,I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,sarcastic
654,Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,sarcastic
655,High stakes legos,sarcastic
656,It’s so easy to have the best day until someone lies to your face 🥰❤️😭,sarcastic
657,thank you @Ranboosaysstuff i just shit my pants 👍very cool #ranbooemail,sarcastic
658,@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,sarcastic
659,Rubbing my tears into my face is part of my skincare routine lol,sarcastic
660,"Wired: spending 20 minutes on each class at a time and just go down the list""",sarcastic
661,I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,sarcastic
662,Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,sarcastic
663,@AvatarOdin @aubviouslynot sounds like the american dream ngl,sarcastic
664,People who think cancel culture goes too far never learned about excommunication,sarcastic
665,love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,sarcastic
666,Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?,sarcastic
667,"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",sarcastic
668,@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,sarcastic
669,The high tomorrow is 45! Anyone wanna go to the pool?,sarcastic
670,"always remember thank your Alexa, just in case the AI take over one day",sarcastic
671,just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,sarcastic
672,@majornelson Sounds like a strong contender for GOTY,sarcastic
673,shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,sarcastic
674,Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,sarcastic
675,Being a business major is legal conversion therapy and must be stopped,sarcastic
676,"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",sarcastic
677,i’m dying,sarcastic
678,I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,sarcastic
679,Old people don’t deserve rights,sarcastic
680,hot girls have tree shaped dents in their rear bumpers ❤️,sarcastic
681,I picked next year's musical already...Electro City. Obvious choice.,sarcastic
682,I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,sarcastic
683,everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,sarcastic
684,Why are toddlers allowed in public spaces,sarcastic
685,wait what the fuck that solo yolo is mad?,sarcastic
686,Maybe if I watched suits in year 12 I’d be studying law rn,sarcastic
687,"will never understand why ppl do meth,, just buy a shit tonne of incense in bulk stupid",sarcastic
688,"It'd be a fun watch.""",sarcastic
689,"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",sarcastic
690,Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,sarcastic
691,do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao,sarcastic
692,Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,sarcastic
693,"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",sarcastic
694,"College is really difficult, expensive, tiring, and I often question if a degree is worth the stress. ",non-sarcastic
695,"I, at the bare minimum, wish companies actually cared about marginalized communities. At the max, that our capitalistic society is dismantled. ",non-sarcastic
696,"""Today my pop-pop told me I was not """"forced"""" to go to college. That's not true.""",non-sarcastic
697,I would say Ted Cruz is an asshole and doesn’t actually care about people/babies/fetuses. He just wants to wage a war on women and keep the patriarchy in power.  ,non-sarcastic
698,Great recipe from Alexa,non-sarcastic
699,Simply “I’m miserable.”,non-sarcastic
700,"Holly Arnold seem like a nice lady, just feel that keeping on about having an MBE may start to annoy her fans.",non-sarcastic
701,"Had a great time playing crazy golf with the family, and I won!",non-sarcastic
702,Brexit really isn't going to plan.,non-sarcastic
703,Can we not sing poor scouser tommy abit slower instead of super fast,non-sarcastic
704,"I probably shouldn't be listening to Maneskin before my OSCE, it's not the right vibe.",non-sarcastic
705,"No, it would be less logical.",non-sarcastic
706,My eldest is going to play bingo tonight.,non-sarcastic
707,I hope whoever keeps peeing all over the bathroom at work stops doing that.,non-sarcastic
708,"I do not gaslight, gatekeep, or am a girl boss.",non-sarcastic
709,I am not happy that I didn't get tickets to the Swiftogeddan event when I should be there instead of most people who bought tickets.,non-sarcastic
710,Go to school,non-sarcastic
711,Lynx Africa is terrible and I’m glad I didn’t get one for Christmas this year ,non-sarcastic
712,"I would say that the invasions that take place are unrealistic and are only shown in this way for plot purposes, as opposed to realism.",non-sarcastic
713,It is the first week of the summer holiday and My son is playing his recorder and my ears cannot take the sound anymore. ,non-sarcastic
714,It's not acceptable for you to just refund my delivery fee. ,non-sarcastic
715,Teams is down so I’m happy I can’t do my assignments because of this,non-sarcastic
716,They are from an anti-vax movement and are attempting to enter the building that regulates medicine to change covid vaccination rules. ,non-sarcastic
717,I voted leave/remain in the EU Referendum,non-sarcastic
718,getting my diss down by 1500 words is not fun.,non-sarcastic
719,trying to know all this history is going to be be a challenge,non-sarcastic
720,Can’t believe Jonny is making me use headphones to watch something so he can play fifa ,non-sarcastic
721,"""""""Not happy i have been compared to a brick wall"""".""",non-sarcastic
722,Repulsing people would certainly draw attention.,non-sarcastic
723,My nose is awful,non-sarcastic
724,"I just watched a documentary about finical domination and would be interested in getting into this line of work, if anyone is interested please let me know - if being genuine. Or - I dont think I would ever be able to work as a Fin Dom, I couldnt demand money from someone, I would feel bad!",non-sarcastic
725,I am officially a national trust member,non-sarcastic
726,"Vaccinated this morning. The vaccine did not contain a Microsoft chip, nor did it make me more autistic than I already am.",non-sarcastic
727,I wish I were as rich as politicians are,non-sarcastic
728,I have to refill my Brita pitcher too often.,non-sarcastic
729,I wish we could have signed a player for the first team. ,non-sarcastic
730,(!) I wonder where the Chancellor is after such an important decision?,non-sarcastic
731,i’m not ready to go to work after only getting three hours of sleep last night.,non-sarcastic
732,I don’t think he drank 11 beers every hour,non-sarcastic
733,"""""""i'm reading 4 books at once, let's see if i can actually finish them all""""""",non-sarcastic
734,He's too old?,non-sarcastic
735,Excuse me but I think that you have made a spelling error on your last comment there.,non-sarcastic
736,"The first half of 2020 is now over, it's been awful so far hasn't it.",non-sarcastic
737,"I don’t appreciate being banned for using the word embarrasing, when others can be racist/homophobic and it’s okay ",non-sarcastic
738,I hate working outside in the heat. ,non-sarcastic
739,"I am self conscious of my fried, bleach-damaged hair. ",non-sarcastic
740,Wizkid is not the king lol,non-sarcastic
741,Wood burning stoves are definitely not an environmental issue that needs to be immediately addressed ,non-sarcastic
742,It was a really good choice! You should all go watch it ,non-sarcastic
743,I am disappointed that it took so long to get to this point where we are up to date.,non-sarcastic
744,this was a boring race.,non-sarcastic
745,I hate my dissertation,non-sarcastic
746,Very jealous of my neighbors sitting in their hot tub today whilst I am on back to back zoom meetings.,non-sarcastic
747,"I've been doing physics for 40 minutes, i cant take a break or I'm never going to get it all done at this rate",non-sarcastic
748,Billy Gunn is actually in the spotlight now. ,non-sarcastic
749,I could have said that I was too dumb for conceptual physics. ,non-sarcastic
750,I'm so sad that 1989 (Taylor's version) won't be released this summer.,non-sarcastic
751,I’m recovering from a hangover ,non-sarcastic
752,"The hallways are very crowded lately. I would prefer to take another form of transportation that is more efficient than walking, but none such option exists.",non-sarcastic
753,I can not avoid miss gatherings as I work in a school.,non-sarcastic
754,"This match isn't too interesting, we are using the time to talk about electrics instead!",non-sarcastic
755,Literally the worst possible time to have my AC go out. ,non-sarcastic
756,Everyone needs gas-x after having beans. ,non-sarcastic
757,No.,non-sarcastic
758,It wasn't very nice to rat out my location,non-sarcastic
759,"I hate that in order to get time off of work, I have to do something drastic like getting surgery",non-sarcastic
760,Every time I drink I wake up with an upset stomach,non-sarcastic
761,I would say what I said above: Beautician and the Beast isn't Timothy Dalton's best film. ,non-sarcastic
762,"‘Oh Feeya, you haven’t changed’’ ",non-sarcastic
763,fully vaxxed not feeling very girlboss,non-sarcastic
764,I would say that “It’s a little gross seeing a baby cough openly in public when adults are not supposed to do the same in this pandemic”,non-sarcastic
765,She just wants you to use her make-up and skincare.,non-sarcastic
766,the typhoon flew over me today and i didnt get bombed ,non-sarcastic
767,Please do not give me an assignment right before I clock out because now I have to work overtime,non-sarcastic
768,An uninteresting conversation regarding the importance of an Orlando Magic Summer League title. ,non-sarcastic
769," great art, involve rinako-chan",non-sarcastic
770,I appreciate that my sister and brother cook for me,non-sarcastic
771,I hate feeling burnt out from work and the never-ending pandemic.,non-sarcastic
772,They should seek guidance.,non-sarcastic
773,I could have said thanks for coming over ,non-sarcastic
774,I wish I would log off for the day because my email isn't working.,non-sarcastic
775,I watch women's beach volleyball for the hot women.,non-sarcastic
776,"""""""The worst way to wake up is....""""""",non-sarcastic
777,Why is the ref helping the other team?,non-sarcastic
778,Norwich are the standout team this year and therefore Brentford have no chance of winning the league,non-sarcastic
779,My boyfriend could look okay in a maid costume.,non-sarcastic
780,I would point out that how can a President be censored if he has his own press Corp right there in the White House,non-sarcastic
781,"""""""I don't know who Justin Herbert is""""""",non-sarcastic
782,Donald Trump is not welcome in a place like London.,non-sarcastic
783,It’s awful that my flat mates have come back drunk and are on the roof when I have an exam tomorrow ,non-sarcastic
784,"College advisors are not nearly as helpful as they should be, in fact they are often the opposite.",non-sarcastic
785,i don’t care because i’m at work,non-sarcastic
786,"Although the uni has now closed the campus, I was able to get a lot of work done having to go in",non-sarcastic
787,I wish there was a way to have a perfect life. ,non-sarcastic
788,My control key fell off my laptop and I cannot control my life,non-sarcastic
789,"""Don't say """"dems in disarray,"""" because they aren't.""",non-sarcastic
790,I want my a-level history course to be finished,non-sarcastic
791,"Although I do not want to live to be 110 years old, I love reading about people's hyper-specific secrets to longevity that other people will inevitably follow",non-sarcastic
792,I would rather quit my job than do any of the work I am explicitly paid to do. ,non-sarcastic
793,After three days of incompetence from Air France my luggage has finally arrived. No thanks to Air France.,non-sarcastic
794,It's really frustrating that all these people traveled internationally,non-sarcastic
795,I just fell down the stairs after holding the door open for Bam Adebayo. I really embarrassed myself.,non-sarcastic
796,Today is the last day of pride month.,non-sarcastic
797,You don’t need to post a picture from airplane window every time you fly since all pictures from the window are practically the same. ,non-sarcastic
798,I think Kanye West and Gap is a terrible collab.,non-sarcastic
799,I'm sick of listening to my coworkers talk about their kids & want to eat my lunch in peace!,non-sarcastic
800,I don’t like people who talk bad about me,non-sarcastic
801,"""""""Sounds interesting!""""""",non-sarcastic
802,In an alternate universe me and sam would have been in a band called teeth at midnight,non-sarcastic
803,"I am in need of money. Therefore, I should sue my college if I fall because they are responsible for not clearing the ice on the ground.",non-sarcastic
804,Grilled cheese doesn't give you a summer bod,non-sarcastic
805,"""Instead of saying """"the more you know guys!"""" I would just say """"that is not true""""""",non-sarcastic
806,Billionaires do not need anyone to speak up on their behalf.,non-sarcastic
807,Javid hasn't actually opened any new hospitals - he's just announcing that he has when actually he's opening a new facility within an existing hospital,non-sarcastic
808,Passing out while giving blood is not attractive,non-sarcastic
809,I don't think K&G owes me therapy.,non-sarcastic
810,"""I would say """"Made a friend in ASL today. I love when that happens.""""""",non-sarcastic
811,"""I would omit the """"who'da thunk"""" part.""",non-sarcastic
812,I wish that my stomach could stop making whale noises after feeding it a protein bar,non-sarcastic
813,There is a website you could use to check if the airbnb is available ,non-sarcastic
814,The customer service worker sprayed customers with water like one does to train pets.,non-sarcastic
815,I dislike paying taxes.,non-sarcastic
816,Annoying that we have to use another streaming service to watch some TV,non-sarcastic
817,"I was ready for some march madness, then COVID happened",non-sarcastic
818,"My date got cancelled, and I got ready for nothing.",non-sarcastic
819,I'm frustrated and I don't want to deal with things right now.,non-sarcastic
820,"EFY is a time for white, religious kids to make weird friends and mess around while not doing anything productive.",non-sarcastic
821,You’re terrible,non-sarcastic
822,Cold queso is gross and warm queso is so much better.,non-sarcastic
823,"""""""It's literally their job to have a lot of knowledge on a wide array of subjects""""""",non-sarcastic
824,It’s  really annoying I have to use one day of my holiday allowance this year to attend the Grand Prix. ,non-sarcastic
825,"Fed up of seeing forced romance, don't be told when to do something nice for a person you love.",non-sarcastic
826,I will not answer you if you message me about fit teas or wraps. I’m leaving you on read. I’m not sorry about it. ,non-sarcastic
827,I wish I didn't just buy gray and striped shirts.,non-sarcastic
828,"""Twitter has reset the """"topics you might be interested in"""". It's awful - all the topics I've clicked """"ignore"""" on are coming back to the """"topics..."""" section when I scroll any profile or TL, and it's so become a very frustrating experience.""",non-sarcastic
829,"""The tweet could be, """"oh my goodness I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face"""" to make it not sarcastic. """,non-sarcastic
830,"I really do not love hurting my foot, it's really painful! ",non-sarcastic
831,"I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”",non-sarcastic
832,@ my apartment complex: please pick a time later in the day to mow the lawn. 8 am = cranky residents.,non-sarcastic
833,"""""""I can't stand when the kittens have so much energy at the crack of dawn that I get woken up by a loud, noisy mess they've made""""""",non-sarcastic
834,Therapy can only do so much. ,non-sarcastic
835,"Tom Ford, as a movie director, makes me feel big feelings and that's impressive to me.",non-sarcastic
836,I don't like that I put too much effort into someone who may not like me back.,non-sarcastic
837,"""In the follow up tweets, I said this: """"I would just like everyone reading this tweet to remember that we live in a capitalistic society and that 90% of your favorite organizations have huge stockpiles built up that would be super helpful in a public crisis. And many don’t pay taxes. If you think of a person or company or organization with the resources to share their excessive wealth... maybe write them emails and suggest they do so.""""""",non-sarcastic
838,Bdubs can't bench press 150 kilometers,non-sarcastic
839,I've heard that Baja Blast may be sold in stores and I would enjoy that because I think the drink is good. ,non-sarcastic
840,"""""""this reminds me of the reviewer 2 trope""""""",non-sarcastic
841,Unfortunately I made the wrong impressions again. ,non-sarcastic
842,putting the blame on trees for causing fires is stupid,non-sarcastic
843,I haven't written in a while and that sucks,non-sarcastic
844,Ew this toilet seat is warmed up.,non-sarcastic
845,These aren't very good games,non-sarcastic
846,Me and Noah forgot our anniversary. That is not “couple goals” ,non-sarcastic
847,"""""""I am tired of hearing stories about upper-middle-class East Asians who are one-dimensional caricatures of Asian American culture. Let's hear more from underrepresented groups or get more realistic stories"""". """,non-sarcastic
848,I'm joining in with the rest of Twitter and can't believe how much rain there is,non-sarcastic
849,"""""""I'm so confused""""""",non-sarcastic
850,I do not think anyone on Bachelor in Paradise has seen Parasite.,non-sarcastic
851,Your pronouns are not what's in your pants,non-sarcastic
852,It is terrible how people forget you exist until they want something from you. ,non-sarcastic
853,I really don't like being woken up by construction workers an hour before my alarm is meant to go off.,non-sarcastic
854,You edit your pictures so much it doesn’t look like you,non-sarcastic
855,We nap at the same time every day,non-sarcastic
856,I would have said this as an answer to a different question in order for it not to be sarcastic. ,non-sarcastic
857,I don't think I could.,non-sarcastic
858,How will the UK government be changing the Coronavirus restrictions in tonight's briefing?,non-sarcastic
859,I am a normal white woman,non-sarcastic
860,I hate how difficult it is to shop for plus size clothes.,non-sarcastic
861,It seems like liberty university has been chromatically shut down due to their inability to abide by social distancing or mask rules,non-sarcastic
862,"""Apple which arguably has a monopoly - in its users only being able to buy apps via its app store- was today described by Tim Cook as """"...an economic miracle"""". It was tough to watch as Apple's CEO, Tim Cook, struggled in the hearing.""",non-sarcastic
863,"""Instead of """"I wonder who this man is"""" its """"everyone knows who this man is""""""",non-sarcastic
864,"its sunny in spain, sorry its raining back at home.",non-sarcastic
865,I cannot stand that every time I bite a burrito it's a mouthful of sour cream. ,non-sarcastic
866,I don’t like when people display pop funkos in their boxes,non-sarcastic
867,Keanu Reeves is a pretty great guy.,non-sarcastic
868,"I brushed my hair today, how easy. ",non-sarcastic
869,It is good that Geoff likes rhubarb. ,non-sarcastic
870,I would say I ahte him,non-sarcastic
871,"I'm so mad that I'm stuck in traffic and late to school, especially because I left early.",non-sarcastic
872,Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.,non-sarcastic
873,I don't like when it's cold in florida,non-sarcastic
874,Football and RuPual's Drag Race are wildly different shows.,non-sarcastic
875,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,non-sarcastic
876,Some jerk just honked at a garbage truck because it had to slow down to turn. It was obnoxious,non-sarcastic
877,I always use protection when having sex,non-sarcastic
878,"Duodenum, Jejunum, and Ilium would not be cute names for triplets because they are the names of the three parts of the small intestine. ",non-sarcastic
879,I had to yell at someone while biking home today.,non-sarcastic
880,Taylor swift is so extra.,non-sarcastic
881,"""the fact that """"breaking:school shootings preventable"""" was an actual headline tonight is a sad commentary on our country""",non-sarcastic
882,It was embarrassing when I choked on water in front of my class. ,non-sarcastic
883,I would’ve just tweeted that I hated Kanye’s new song. ,non-sarcastic
884,This guy has a joker tattoo and that's off-putting to me.,non-sarcastic
885,“i am going to go broke if i keep buying iced chai lattes”,non-sarcastic
886,"""""""People should share this and fill it out with fake info.""""""",non-sarcastic
887,"Terrible Henri,  you cost us the win.",non-sarcastic
888,Im happy not having children.,non-sarcastic
889,It seems childish to enjoy ketchup but not tomatoes,non-sarcastic
890,Such a shame there’s no sports day. ,non-sarcastic
891,Theresa May just needs to answer the question.,non-sarcastic
892,I think we've all heard enough about Harry and Meghan's engagement.,non-sarcastic
893,Talking about death is not a fun topic for date night.,non-sarcastic
894,I think people below the height of 5'8 is short.,non-sarcastic
895,"I'm freaking out this was so cool!!!""",non-sarcastic
896,I am short.,non-sarcastic
897,"""""""Honestly, the value of comfortable clothing cannot be understated.""""""",non-sarcastic
898,My boyfriend is cheating on me ,non-sarcastic
899,"""Non-sarcastically I'd probably say """"Oh, out of curiousity, what's the reason for Ms. Thatcher trending?""""""",non-sarcastic
900,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,non-sarcastic
901,Getting a drum kit this late into quarantine is weird and off putting. ,non-sarcastic
902,I love this site,non-sarcastic
903,Cuffing your pants too high is embarrassing and it does not make you cool,non-sarcastic
904,I would love a McDonalds breakfast this morning!,non-sarcastic
905,The Triller boxing event seems to be run very poorly by inexperienced people,non-sarcastic
906,God are you punishing us by creating such bad weather?,non-sarcastic
907,I would like to continue social distancing and not hugging people ever ,non-sarcastic
908,Ivory rooms is not busy tonight,non-sarcastic
909,I like online shopping because I am shy.,non-sarcastic
910,Why did I let the laundry pile up 5 baskets?,non-sarcastic
911,I was to undertake my 2 covid vaccination but unfortunately I turned up 12 hrs to early and could be completed until after 56 days,non-sarcastic
912,You can't care about the environment only when it's convenient to you. ,non-sarcastic
913,James Boswell is a waste man.,non-sarcastic
914,I was unaffected by an interaction with someone on twitter,non-sarcastic
915,No.,non-sarcastic
916,"""""""I've dislocated my knee again, ouch!!!""""""",non-sarcastic
917,I hate headaches and I have one.,non-sarcastic
918,It would be nice if T-Mobile could assist me in getting out of my contract,non-sarcastic
919,I am frustrated with the new football graphics because I am uninterested in player injuries and it reminds me of anatomy class.,non-sarcastic
920,"""""""I'd love a forehead kiss rn""""""",non-sarcastic
921,The sirens always start just as the gunfire finishes ,non-sarcastic
922,“It was not enjoyable to be called the devil for taking someone’s phone”,non-sarcastic
923,I hate when Rob works short call and is still at the hospital for 13+ hours.,non-sarcastic
924,I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.,non-sarcastic
925,"the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.""",non-sarcastic
926,My depression will not be cured in a day ,non-sarcastic
927,When I go to uni Im going to spend more ,non-sarcastic
928,i'm disappointed but not surprised that my train stopped in philly and everybody got on and suddenly it smelled like ham sandwich,non-sarcastic
929,Tesco have cancelled my order with no warning. please could i have an explanation and compensation for this.  ,non-sarcastic
930,I simply do not want to be bothered by annoying people ever again.,non-sarcastic
931,I am unhappy,non-sarcastic
932,"i would say the same thing and use a sad emoji like 😭,😢, or 😥",non-sarcastic
933,You wouldnt think it was summer anymore!,non-sarcastic
934,"""To make it non-sarcastic I could have said, """"I hate having a cold and then losing my taste and smell.""""""",non-sarcastic
935,"“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”",non-sarcastic
936,Happy national siblings day,non-sarcastic
937,"i've worked out for two days in a row, i feel healthy.",non-sarcastic
938,I am depressed and anxious,non-sarcastic
939,"Jesus wanted everyone to be cared for, because he was all about loving and caring for your fellow man.",non-sarcastic
940,Let's listen to doctors instead of this random guy online.,non-sarcastic
941,"""I would say """" It's difficult but do your best to not let people walk all over you. Or breathe on you."""" """,non-sarcastic
942,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is a sham. Send help.,non-sarcastic
943,His questions are too basic the interview it not worth watching.,non-sarcastic
944,It's annoying that middle aged men are declaring people with mental health issues need to find some perspective; that's insensitive and unhelpful.,non-sarcastic
945,I feel like my dad hates me,non-sarcastic
946,I hate walking up 3 flights of stairs and catching my breath in the bathroom.,non-sarcastic
947,"""""""This is my 3rd time taking the same biology course, I am not good at this subject at all""""""",non-sarcastic
948,You shouldn't have a hot dog eating contest as a form of assisted suicide.,non-sarcastic
949,I wish someone would hire me so I don't have to go through hoops and hurdles.,non-sarcastic
950,Self preservation isnt my strong suit,non-sarcastic
951,"I would say, turnover is the best band to do anything to. The music just encapsulates so many feelings all at once!",non-sarcastic
952,"You're a disgrace, President Trump, and you deserve to go to prison.",non-sarcastic
953,I like to put oregano on my mac and cheese,non-sarcastic
954,Everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me.,non-sarcastic
955,I was very annoyed today in my first class of the year because I sat next to someone who had very loud breaths.,non-sarcastic
956,I am not afraid that I will be on the show phone swap while I go on a for date,non-sarcastic
957,Attacking wyco is dumb,non-sarcastic
958,Clearly Messi won't be signing for Leeds United but it would be interesting for him to play for Bielsa.,non-sarcastic
959,My allergies are really acting up and I need to take some antihistamines and use ointment.,non-sarcastic
960,My ancestors spoke about a lot of true things,non-sarcastic
961,I could tell the person to go read up on some facts it may help there IQ,non-sarcastic
962,I do not think that Crocs are appropriate professional footwear.,non-sarcastic
963,Who else remembers the Hannah Montana 2: Meet Miley Cyrus double album?,non-sarcastic
964,Real fans don't have to prove themselves to anyone by listing off arbitrary facts. ,non-sarcastic
965,"""I would say """"Yeah, I never get why so people have the issue of maintaining eye contact, it's relatively easy for me to do.""""""",non-sarcastic
966,He should not have been elected president and donald trump won the presidency.,non-sarcastic
967,"MLB players can swear on TV and not get in trouble, but when a youth softball player does the same thing, she will get in trouble.",non-sarcastic
968,None of those designs are really worth the money.,non-sarcastic
969,"""I could've replied """"You do not despise me, you're my best friend.""""""",non-sarcastic
970,I’m so happy I can’t go to work ,non-sarcastic
971,"I download this app again, but realistically I know it won't work.",non-sarcastic
972,"""""""why did it have to rain when im walking?"""" """,non-sarcastic
973,The brother in ozark looks just like Keanu reeves!,non-sarcastic
974,Proper embarrassing that I was stopped by Tesco security. Hate my life.,non-sarcastic
975,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. ,non-sarcastic
976,"Fleury’s going to make a mistake every once in awhile, he’s only human.",non-sarcastic
977,"""I guess I would tell the truth and say something like """"that is moderately crazy but not that crazy"""".""",non-sarcastic
978,"Just because he had a family member attacked by a black person, doesn't give Liam Neeson the right to kill a random person of colour.",non-sarcastic
979,Twisted Teas are the best.,non-sarcastic
980,The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.,non-sarcastic
981,I wish my body would let me sleep.,non-sarcastic
982,"I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. ",non-sarcastic
983,Dear Evan Hanson cast the same type of older actors as Grease.,non-sarcastic
984,"@mspairport waiting to go to a gate for almost an hour.""",non-sarcastic
985,You should remove your google plus share button to remain credible and current since the service is no longer available. ,non-sarcastic
986,I'm so nervous I hope I'll forget how to play to avoid being onstage.,non-sarcastic
987,"""I am genuinely curious to understand the mindset of those who seek to condemn a woman for her choice of e-mail, while giving the obvious pass to a man who boasts about sexually-assaulting (or, if I am being more forthright with my thoughts, """"raping"""") women?""",non-sarcastic
988,"""""""dry but honestly not mad about it.""""""",non-sarcastic
989,Racist people are not cool.,non-sarcastic
990,I dislike when people put the toilet paper roll on so that it hangs under instead of over.,non-sarcastic
991,yes,non-sarcastic
992,"Our field shouldn't try to force human experience into quantifiable models, but it pretty consistently does.",non-sarcastic
993,The Drew Barrymore show is one of the worst TV shows ever produced. ,non-sarcastic
994,"I took pain medicine for my back, but it still hurts. ",non-sarcastic
995,My birthday is today and I got my $600 stimulus check from the IRS.,non-sarcastic
996,Clinical trials to determine the efficacy and safety of a treatment are essential.,non-sarcastic
997,"I used google images to reverse search my selfie, and all of the results were asian women. It was amusing and I was surprised, because I thought the technology would show white women too, since I can be white-passing. ",non-sarcastic
998,That jacket he wore yesterday made me highly emotional I could hardly stand to look at it.,non-sarcastic
999,"I would likely say, “I disagree with that statement”, or “I don’t think almond milk is gross”. ",non-sarcastic
1000,It's no fun to be stuck at the mall with a dead battery.,non-sarcastic
1001,Is it really worth it to have a tiktok account?,non-sarcastic
1002,Horse dancing is a weird Olympic sport and probably shouldn't be a sport in general. ,non-sarcastic
1003,I hate when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,non-sarcastic
1004,I wish the birds outside would stop chirping.,non-sarcastic
1005,phobias cannot be chosen and choosing to not be scared is not an option for genuine phobias,non-sarcastic
1006,my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. ,non-sarcastic
1007,I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,non-sarcastic
1008,"ALERT, spider-man is on the uta campus.",non-sarcastic
1009,Tell them to leave the pitch.,non-sarcastic
1010,I hate it when people tell me I apologize too much ,non-sarcastic
1011,"I don't understand why people don't like football, it's a great game. ",non-sarcastic
1012,Sorry for putting off the event for so long TT,non-sarcastic
1013,"""Someone in the pub just described the England team as a """"bunch of Marxists"""". What an idiot!""",non-sarcastic
1014,"It's snowing, if it wasn't lockdown I'd have to work from home but as I am already working from home it makes no difference to my day.",non-sarcastic
1015,My neighbors mowed the lawn and woke me up,non-sarcastic
1016,Sunderland twitter isn't a great place to be tonight. ,non-sarcastic
